"date","tz","Hospital_PK","Level","PDR","PBR","total","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","C01","C02","C03","C04","C05","C06","B01","B02","B03","B04","B05","B06","Light"
2013-04-17,"[16,20)",22,1,13.6666666666667,0.75,82,75,2,4,1,0,0,4,13,58,6,1,11,13,8,36,7554,1,0,5,11,0,7,79,0,3,2,2,2,2,3
2013-04-17,"[16,20)",35,1,19.5,0.759803921568627,155,139,10,6,1,0,0,5,40,107,3,0,11,10,1,115,3969,5,1,0,27,4,0,174,0,7,2,3,15,1,3
2013-04-17,"[16,20)",11,2,4.25,0.5,12,14,3,0,0,0,0,0,1,8,3,0,1,0,0,10,1593,0,0,0,2,0,1,51,0,0,9,0,0,0,1
2013-04-17,"[16,20)",12,2,12.6666666666667,1.52,40,27,10,1,0,0,0,0,5,32,3,0,6,5,0,0,0,0,0,2,29,0,0,0,0,0,0,1,1,0,4
2013-04-17,"[16,20)",13,2,7.5,0.375,15,9,6,0,0,0,0,0,5,10,0,0,3,5,0,3,1016,0,0,0,2,0,0,30,0,0,4,0,0,0,1
2013-04-17,"[16,20)",14,2,3.2,0.5,16,12,3,0,1,0,0,0,2,9,5,0,8,6,2,7,5931,0,0,0,0,0,0,19,0,0,3,4,0,0,1
2013-04-17,"[16,20)",16,2,6.5,0.25,13,10,0,0,1,2,0,0,1,12,0,0,13,6,1,3,157,0,0,1,0,0,2,23,0,0,7,0,8,0,1
2013-04-17,"[16,20)",17,2,2,0.1,7,2,0,0,0,0,0,0,0,3,4,0,3,2,0,3,508,0,0,0,6,1,0,22,0,0,12,0,0,0,1
2013-04-17,"[16,20)",40,2,8,0.466666666666667,8,6,1,0,0,1,0,0,0,8,0,0,2,5,1,0,0,0,0,0,0,1,0,24,0,0,1,0,3,0,1
2013-04-17,"[20,24)",1,1,9.42857142857143,0.546218487394958,66,56,7,2,1,0,0,4,19,40,3,0,9,15,2,44,7697,1,0,1,0,2,7,88,3,1,0,1,7,0,1
2013-04-17,"[20,24)",6,1,3,0.285714285714286,0,3,3,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-17,"[20,24)",22,1,14,0.777777777777778,84,70,5,9,0,0,0,3,21,53,6,1,12,17,4,37,7913,1,0,0,2,0,10,91,0,3,0,3,1,3,3
2013-04-17,"[20,24)",35,1,33,0.803921568627451,164,140,16,8,1,0,0,5,45,111,3,0,13,10,2,119,3969,2,0,0,11,7,0,189,0,4,3,2,15,0,3
2013-04-17,"[20,24)",11,2,5,0.588235294117647,16,16,4,0,0,0,0,0,2,8,6,0,5,1,1,11,1713,0,0,0,1,0,1,51,0,0,9,0,0,0,1
2013-04-17,"[20,24)",12,2,22.5,1.8,48,35,9,1,0,0,0,0,7,35,6,0,5,6,0,0,0,0,0,2,29,0,0,0,0,0,0,2,1,0,4
2013-04-17,"[20,24)",13,2,4,0.175,8,6,1,0,1,0,0,0,0,8,0,0,8,6,2,1,18,0,0,1,0,0,1,30,0,0,1,0,0,0,1
2013-04-17,"[20,24)",14,2,8,1.03333333333333,32,24,4,3,0,0,1,0,7,21,4,0,9,15,1,13,6291,0,0,0,0,1,0,19,0,0,3,4,0,0,4
2013-04-17,"[20,24)",16,2,7.5,0.375,19,11,1,3,0,0,0,0,1,18,0,0,15,10,1,5,184,0,0,0,0,0,3,23,0,0,5,0,8,0,1
2013-04-17,"[20,24)",17,2,4,0.2,9,3,1,0,0,0,0,1,0,5,3,0,3,1,0,5,658,0,0,0,2,1,0,26,0,0,12,0,0,0,1
2013-04-17,"[20,24)",40,2,6,0.4,6,3,2,1,0,0,0,0,2,4,0,0,2,5,0,0,0,0,0,0,1,1,0,25,0,0,1,0,2,0,1
2013-04-18,"[0,4)",1,1,9,0.529411764705882,63,55,3,5,0,0,0,4,17,41,1,0,5,11,0,45,7907,0,0,0,0,0,0,99,3,1,0,1,7,0,1
2013-04-18,"[0,4)",6,1,2.5,0.238095238095238,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[0,4)",22,1,13.1666666666667,0.722222222222222,79,72,1,5,1,0,0,3,20,51,4,1,10,10,1,43,8034,0,0,0,0,0,0,0,0,3,0,3,1,3,3
2013-04-18,"[0,4)",35,1,43,0.843137254901961,172,150,15,7,0,0,0,6,40,123,3,0,12,11,1,127,3969,2,1,0,172,0,0,0,0,3,0,1,15,0,3
2013-04-18,"[0,4)",11,2,9.66666666666667,0.852941176470588,24,26,3,0,0,0,0,0,3,13,8,0,0,0,0,10,1893,0,0,0,42,0,0,42,0,0,9,0,0,0,3
2013-04-18,"[0,4)",12,2,10.5,0.84,21,13,7,1,0,0,0,0,4,14,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,1,0,1
2013-04-18,"[0,4)",13,2,2.5,0.1,5,4,0,0,1,0,0,0,0,5,0,0,1,0,0,0,-1,0,0,0,0,0,0,32,0,0,1,0,0,0,1
2013-04-18,"[0,4)",14,2,7.75,0.966666666666667,31,23,4,2,0,1,1,0,6,15,10,0,11,4,0,14,6471,0,0,0,0,0,0,41,0,0,2,3,0,0,3
2013-04-18,"[0,4)",16,2,3,0.125,8,5,0,0,0,0,1,0,0,8,0,0,7,6,0,3,374,0,0,1,36,0,1,36,0,0,5,0,8,0,1
2013-04-18,"[0,4)",17,2,1,0.05,10,1,0,0,0,0,0,0,1,6,3,0,2,3,0,8,927,0,0,0,0,0,0,0,0,0,12,0,0,0,1
2013-04-18,"[0,4)",40,2,6,0.4,6,1,3,2,0,0,0,0,2,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2013-04-18,"[4,8)",1,1,8.42857142857143,0.495798319327731,59,54,2,3,0,0,0,4,16,39,0,0,4,6,0,44,8087,0,0,0,0,1,0,99,3,1,0,1,7,0,1
2013-04-18,"[4,8)",6,1,1.5,0.142857142857143,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[4,8)",22,1,13,0.722222222222222,78,69,1,8,0,0,0,3,18,51,5,1,4,3,0,42,8274,0,0,0,0,0,0,0,0,3,0,2,1,3,3
2013-04-18,"[4,8)",35,1,42.5,0.833333333333333,170,151,14,5,0,0,0,6,46,115,3,0,5,6,0,132,3969,2,3,0,172,0,0,1,0,3,0,0,14,0,3
2013-04-18,"[4,8)",11,2,8,0.705882352941177,23,22,2,0,0,0,0,0,4,13,6,0,0,0,0,14,2193,0,0,0,43,0,0,43,0,0,9,0,0,0,1
2013-04-18,"[4,8)",12,2,7,0.56,14,11,2,1,0,0,0,0,4,10,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,1,0,1
2013-04-18,"[4,8)",13,2,3,0.125,6,5,0,0,1,0,0,0,1,5,0,0,2,1,0,0,-1,0,0,0,0,0,0,32,0,0,0,0,0,0,1
2013-04-18,"[4,8)",14,2,6,0.8,24,20,1,3,0,0,0,0,7,12,5,0,5,7,0,17,6861,0,0,0,0,0,0,41,0,0,2,3,0,0,1
2013-04-18,"[4,8)",16,2,2,0.075,6,3,0,0,1,0,0,0,0,6,0,0,6,6,0,4,677,0,0,1,36,0,1,36,0,0,5,0,8,0,1
2013-04-18,"[4,8)",17,2,2,0.1,10,2,0,0,0,0,0,0,2,4,4,0,1,1,0,8,1257,0,0,0,0,0,0,1,0,0,12,0,0,0,1
2013-04-18,"[4,8)",40,2,5,0.333333333333333,5,1,2,2,0,0,0,0,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2013-04-18,"[8,12)",1,1,10.2857142857143,0.596638655462185,73,62,6,3,1,0,0,6,20,46,1,0,12,9,1,50,8387,0,0,1,22,1,3,98,2,1,0,1,6,0,1
2013-04-18,"[8,12)",6,1,3,0.285714285714286,0,4,2,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[8,12)",22,1,14.6666666666667,0.805555555555556,88,78,3,6,1,0,0,4,17,61,5,1,7,4,1,45,8543,0,0,0,26,0,0,26,0,3,0,2,1,3,3
2013-04-18,"[8,12)",35,1,46,0.897058823529412,183,165,13,5,1,0,0,7,48,123,5,0,18,9,0,141,3969,2,7,0,129,1,0,33,0,3,0,0,14,1,2
2013-04-18,"[8,12)",11,2,11.6666666666667,0.911764705882353,29,26,5,0,2,2,0,0,5,17,7,0,10,0,1,14,2463,0,0,0,41,0,0,44,0,0,9,0,0,0,3
2013-04-18,"[8,12)",12,2,8,0.64,18,11,4,1,0,0,0,0,1,16,1,0,9,2,0,0,0,0,0,0,25,0,0,0,0,0,0,2,1,0,1
2013-04-18,"[8,12)",13,2,3.5,0.175,7,3,2,2,0,0,0,0,0,7,0,0,3,2,0,0,-1,0,0,0,7,0,0,33,0,0,0,0,0,0,1
2013-04-18,"[8,12)",14,2,10.75,1.33333333333333,43,31,6,3,3,0,0,1,10,20,12,0,14,6,0,23,7011,0,0,0,4,0,3,41,0,0,2,3,0,0,4
2013-04-18,"[8,12)",16,2,3.5,0.175,9,3,3,1,0,0,0,0,0,9,0,0,9,3,1,4,735,0,0,1,36,0,2,36,0,0,5,0,8,0,1
2013-04-18,"[8,12)",17,2,2,0.1,12,2,0,0,0,0,0,0,4,4,4,0,2,2,0,8,1377,0,0,0,1,0,0,1,0,0,11,0,0,0,1
2013-04-18,"[8,12)",40,2,4,0.266666666666667,4,2,1,1,0,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,3,0,0,7,0,0,2,0,2,0,1
2013-04-18,"[12,16)",1,1,9.125,0.596638655462185,72,63,5,3,2,0,0,5,18,47,2,0,11,13,3,47,8537,0,1,1,20,2,8,98,3,3,0,1,4,0,1
2013-04-18,"[12,16)",6,1,7.5,0.714285714285714,0,12,3,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[12,16)",22,1,14.5,0.805555555555556,87,75,6,6,0,0,0,3,16,59,8,1,10,11,4,35,4254,0,0,3,28,0,4,61,0,3,1,1,1,3,3
2013-04-18,"[12,16)",35,1,24.875,0.975490196078431,199,170,21,8,0,0,0,6,65,124,4,0,16,18,6,137,3969,4,7,0,56,6,1,113,0,4,2,2,15,1,2
2013-04-18,"[12,16)",11,2,8.25,0.882352941176471,28,25,5,0,2,1,0,1,5,12,10,0,5,0,4,15,2823,1,0,1,14,0,1,46,0,0,6,0,0,0,3
2013-04-18,"[12,16)",12,2,9,1.08,27,13,13,1,0,0,0,1,3,21,2,0,6,1,0,0,0,0,0,0,28,0,0,0,0,0,0,2,2,0,4
2013-04-18,"[12,16)",13,2,5.5,0.2,11,5,3,0,1,1,1,2,0,9,0,0,7,2,0,1,203,1,0,0,6,0,1,34,0,0,6,0,0,0,1
2013-04-18,"[12,16)",14,2,8.2,1.26666666666667,41,27,7,4,1,2,0,0,8,26,7,0,8,10,1,27,7221,0,0,0,5,0,3,42,0,0,3,4,0,0,4
2013-04-18,"[12,16)",17,2,3,0.15,10,3,0,0,0,0,0,0,1,8,1,0,1,1,1,7,1167,0,1,0,6,0,0,14,0,0,12,0,0,0,1
2013-04-18,"[12,16)",40,2,4,0.266666666666667,4,1,2,1,0,0,0,0,1,3,0,0,3,3,0,0,0,0,1,0,2,0,0,18,0,0,1,0,2,0,1
2013-04-18,"[16,20)",1,1,6,0.403361344537815,49,41,3,4,0,0,0,2,14,32,1,0,9,10,2,23,8897,0,0,6,8,2,14,97,4,1,1,3,4,0,1
2013-04-18,"[16,20)",6,1,6,0.571428571428571,0,11,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[16,20)",22,1,12.8333333333333,0.694444444444444,77,67,6,2,1,1,0,1,11,58,6,1,14,15,7,26,3178,1,0,4,15,0,9,83,0,4,1,0,1,2,3
2013-04-18,"[16,20)",35,1,37,0.906862745098039,185,168,12,5,0,0,0,7,56,119,3,0,6,16,3,124,3969,3,3,0,11,13,1,158,0,3,1,3,15,0,2
2013-04-18,"[16,20)",11,2,7,0.794117647058823,25,27,0,0,1,0,0,0,3,15,7,0,3,1,1,20,236,0,0,0,3,0,1,48,0,0,5,0,0,0,1
2013-04-18,"[16,20)",12,2,8.66666666666667,1.04,27,20,6,0,0,0,0,0,3,24,0,0,6,5,0,0,0,0,0,0,29,0,0,0,0,0,0,2,2,0,4
2013-04-18,"[16,20)",13,2,4.5,0.225,9,6,3,0,0,0,0,1,2,6,0,0,2,2,1,1,162,0,0,1,0,0,2,34,0,0,4,0,0,0,1
2013-04-18,"[16,20)",14,2,6.2,1,31,22,5,3,1,0,0,0,7,20,4,0,9,6,0,21,7431,0,0,0,2,0,3,41,0,0,3,4,0,0,4
2013-04-18,"[16,20)",17,2,2,0.1,7,2,0,0,0,0,0,0,1,5,1,0,0,2,0,5,1317,0,0,0,3,1,0,25,0,0,12,0,0,0,1
2013-04-18,"[16,20)",40,2,6,0.4,6,4,1,1,0,0,0,0,2,4,0,0,4,4,0,0,0,0,0,0,3,0,0,20,0,0,2,0,2,0,1
2013-04-18,"[20,24)",1,1,6.42857142857143,0.336134453781513,45,35,1,4,1,3,1,2,11,31,1,0,16,6,1,18,9047,0,0,5,1,2,16,95,4,1,1,3,4,0,1
2013-04-18,"[20,24)",6,1,5,0.476190476190476,0,9,1,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-18,"[20,24)",22,1,12.8333333333333,0.703703703703704,77,67,6,3,0,0,1,1,12,59,4,1,9,9,3,33,3201,0,0,0,1,0,9,83,0,3,1,1,1,2,3
2013-04-18,"[20,24)",35,1,35.6,0.857843137254902,175,161,10,4,3,0,0,6,56,110,3,0,11,18,11,126,3969,3,2,0,10,15,1,160,0,3,2,2,15,0,2
2013-04-18,"[20,24)",11,2,9,1.02941176470588,30,34,0,1,0,1,0,0,2,22,6,0,7,1,0,21,356,0,0,0,2,0,1,48,0,0,5,0,0,0,4
2013-04-18,"[20,24)",12,2,17,1.36,35,25,8,1,0,0,0,1,3,28,3,0,4,8,0,0,0,0,0,0,28,0,0,0,0,0,0,2,2,0,4
2013-04-18,"[20,24)",13,2,7,0.3,14,9,3,0,1,1,0,1,2,10,1,0,12,9,0,2,342,0,0,0,0,0,2,34,0,0,1,0,0,0,1
2013-04-18,"[20,24)",14,2,9.25,1.13333333333333,37,29,3,2,3,0,0,0,5,28,4,0,11,11,0,26,7821,0,0,0,0,0,4,41,0,0,2,3,0,0,4
2013-04-18,"[20,24)",16,2,6,0.275,13,6,1,4,0,0,1,0,0,13,0,0,15,12,3,4,162,0,0,0,0,0,3,33,0,0,1,0,8,0,1
2013-04-18,"[20,24)",17,2,4,0.2,6,4,0,0,0,0,0,0,3,3,0,0,4,2,1,2,330,0,0,0,4,1,0,25,0,0,13,0,0,0,1
2013-04-18,"[20,24)",40,2,6,0.4,6,4,1,1,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,23,0,0,1,0,2,0,1
2013-04-19,"[0,4)",1,1,6.57142857142857,0.38655462184874,46,37,5,4,0,0,0,1,7,37,1,0,9,9,2,24,9287,0,0,0,0,0,0,82,4,1,1,1,3,0,1
2013-04-19,"[0,4)",6,1,1,0.0952380952380952,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[0,4)",22,1,12.6666666666667,0.675925925925926,76,66,4,3,2,0,1,1,11,58,5,1,7,5,0,36,3368,0,0,0,0,0,0,0,0,3,0,2,1,2,3
2013-04-19,"[0,4)",35,1,42.25,0.82843137254902,169,150,14,5,0,0,0,3,48,116,2,0,12,10,2,130,3969,2,0,0,186,0,0,0,0,1,0,0,15,0,3
2013-04-19,"[0,4)",11,2,11,0.941176470588235,30,28,2,2,1,0,0,0,2,24,4,0,7,2,0,24,686,0,0,0,43,0,0,43,0,0,5,0,0,0,3
2013-04-19,"[0,4)",12,2,7,0.56,15,11,3,0,0,0,0,0,1,14,0,0,1,4,0,0,0,0,0,1,37,0,0,0,0,0,0,2,2,0,1
2013-04-19,"[0,4)",13,2,6.5,0.3,13,10,2,0,1,0,0,2,3,8,0,0,1,3,0,4,612,0,0,0,0,0,0,23,0,0,1,0,0,0,1
2013-04-19,"[0,4)",14,2,8.5,1.1,34,27,4,2,1,0,0,0,5,26,3,0,7,10,1,25,7851,0,0,0,0,0,0,25,0,0,2,3,0,0,4
2013-04-19,"[0,4)",16,2,4,0.2,8,5,1,2,0,0,0,0,0,8,0,0,8,5,0,2,342,0,0,1,26,0,1,26,0,0,0,0,8,0,1
2013-04-19,"[0,4)",17,2,1,0.05,5,1,0,0,0,0,0,0,2,2,1,0,1,0,0,3,719,0,0,0,0,0,0,0,0,0,11,0,0,0,1
2013-04-19,"[0,4)",40,2,6,0.4,6,2,2,2,0,0,0,0,1,5,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1
2013-04-19,"[4,8)",1,1,6.28571428571429,0.34453781512605,43,34,3,4,3,0,0,1,10,31,1,0,7,6,1,26,9497,0,0,0,0,0,0,82,4,0,1,0,3,0,1
2013-04-19,"[4,8)",6,1,1,0.0952380952380952,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[4,8)",22,1,13.3333333333333,0.722222222222222,80,69,6,3,1,1,0,1,11,60,7,1,5,2,0,36,3608,0,0,0,0,0,0,0,0,3,0,2,1,2,3
2013-04-19,"[4,8)",35,1,43,0.843137254901961,172,153,11,8,0,0,0,3,57,110,2,0,8,6,2,135,3969,2,0,0,187,0,0,0,0,0,0,0,14,0,3
2013-04-19,"[4,8)",11,2,11.3333333333333,0.970588235294118,29,29,3,1,1,0,0,0,3,21,5,0,6,2,0,25,866,0,0,0,43,0,0,43,0,0,5,0,0,0,3
2013-04-19,"[4,8)",12,2,5.5,0.44,12,7,4,0,0,0,0,0,1,11,0,0,1,1,0,0,0,0,0,1,37,0,0,0,0,0,0,2,2,0,1
2013-04-19,"[4,8)",13,2,5.5,0.275,11,9,2,0,0,0,0,2,4,4,1,0,1,1,0,4,792,0,0,0,0,0,0,23,0,0,1,0,0,0,1
2013-04-19,"[4,8)",14,2,7.75,1,31,23,3,4,1,0,0,1,6,23,1,0,2,2,0,26,8181,0,0,0,0,0,0,25,0,0,0,3,0,0,4
2013-04-19,"[4,8)",16,2,4.5,0.225,9,3,0,6,0,0,0,0,0,9,0,0,1,1,1,5,643,0,0,1,26,0,1,26,0,0,0,0,8,0,1
2013-04-19,"[4,8)",17,2,2,0.1,6,1,1,0,0,0,0,0,2,3,1,0,1,0,0,3,839,0,0,0,0,0,0,0,0,0,11,0,0,0,1
2013-04-19,"[4,8)",40,2,6,0.4,6,2,2,2,0,0,0,0,1,5,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1
2013-04-19,"[8,12)",1,1,7.57142857142857,0.420168067226891,52,44,2,4,2,1,0,1,10,40,1,0,12,3,0,27,9767,0,0,1,24,0,5,82,4,0,0,0,3,0,1
2013-04-19,"[8,12)",6,1,3,0.238095238095238,1,4,1,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[8,12)",22,1,14.5,0.796296296296296,87,79,4,3,1,0,0,2,10,66,8,1,8,3,0,36,3908,2,0,3,23,0,4,24,0,3,0,2,1,2,3
2013-04-19,"[8,12)",35,1,46.5,0.911764705882353,186,165,14,7,0,0,0,5,56,123,2,0,15,13,6,132,6710,4,4,0,133,1,0,53,0,1,0,0,13,0,2
2013-04-19,"[8,12)",11,2,12.6666666666667,1.05882352941176,36,31,3,2,0,2,0,0,3,27,6,0,4,0,0,28,1016,0,0,0,43,0,0,43,0,0,4,0,0,0,4
2013-04-19,"[8,12)",12,2,9.5,0.76,21,15,4,0,0,0,0,0,1,18,2,0,4,2,0,0,0,0,0,1,39,0,0,0,0,0,0,2,2,0,1
2013-04-19,"[8,12)",13,2,6,0.25,12,7,3,0,1,1,0,2,4,6,0,0,4,3,0,4,1002,0,0,0,3,0,0,23,0,0,1,0,0,0,1
2013-04-19,"[8,12)",14,2,9,1.1,36,24,3,6,2,1,0,0,7,26,3,0,6,8,0,29,8481,0,0,0,4,1,1,25,0,0,0,3,0,0,4
2013-04-19,"[8,12)",16,2,7,0.35,16,7,1,6,0,0,0,0,0,16,0,0,3,5,4,9,914,0,0,0,17,0,2,27,0,0,0,1,8,0,1
2013-04-19,"[8,12)",17,2,6,0.25,16,5,0,0,1,0,0,1,2,9,2,2,5,2,0,7,1109,0,0,0,3,0,0,3,0,0,11,0,0,0,1
2013-04-19,"[8,12)",40,2,5,0.333333333333333,5,3,1,1,0,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0,6,0,0,6,0,0,1,0,2,0,1
2013-04-19,"[12,16)",1,1,7.125,0.470588235294118,57,40,6,10,0,0,1,1,17,38,0,1,12,10,4,26,5951,0,0,3,16,1,14,80,4,2,0,0,5,0,1
2013-04-19,"[12,16)",6,1,3,0.285714285714286,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[12,16)",22,1,17.8333333333333,0.990740740740741,107,91,4,12,0,0,0,2,15,79,10,1,11,7,0,37,3851,1,0,3,22,0,6,59,0,3,0,3,1,3,2
2013-04-19,"[12,16)",35,1,24,0.936274509803922,191,165,12,14,1,0,0,8,52,129,2,0,14,17,7,120,6710,5,3,1,59,4,1,127,0,0,2,1,15,0,2
2013-04-19,"[12,16)",11,2,7,0.794117647058823,27,23,4,0,1,0,0,0,3,15,9,0,3,0,0,19,34,0,0,1,31,0,1,48,0,0,5,0,0,0,1
2013-04-19,"[12,16)",12,2,9,1.08,30,18,9,0,0,0,0,1,2,19,8,0,6,1,0,0,0,0,0,2,45,0,0,0,0,0,0,3,2,0,4
2013-04-19,"[12,16)",13,2,8.5,0.325,16,9,4,0,1,2,1,1,2,13,0,0,6,2,1,2,213,0,0,0,5,0,0,25,0,0,4,0,0,0,1
2013-04-19,"[12,16)",14,2,6.6,1.03333333333333,33,22,5,4,1,1,0,0,6,25,2,0,6,14,6,27,8661,0,0,0,4,1,1,24,0,0,1,6,0,0,4
2013-04-19,"[12,16)",16,2,7.5,0.375,15,7,2,6,0,0,0,0,0,15,0,0,7,5,0,4,1063,0,1,1,10,1,3,27,0,0,3,0,7,0,1
2013-04-19,"[12,16)",17,2,3,0.15,15,3,0,0,0,0,0,1,3,8,2,1,0,5,1,7,1102,0,1,0,3,0,0,11,0,0,11,0,0,0,1
2013-04-19,"[12,16)",40,2,5,0.333333333333333,5,3,2,0,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,2,0,0,23,0,0,5,0,2,0,1
2013-04-19,"[16,20)",1,1,5.375,0.352941176470588,42,30,7,5,0,0,1,4,15,23,0,0,4,11,5,15,5127,1,0,2,9,1,15,78,4,6,0,3,4,0,1
2013-04-19,"[16,20)",6,1,5,0.476190476190476,0,9,1,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[16,20)",22,1,13.6666666666667,0.740740740740741,82,68,8,4,2,0,0,2,7,68,5,0,10,15,6,32,2899,2,0,4,12,0,10,89,0,4,1,4,0,0,3
2013-04-19,"[16,20)",35,1,34.4,0.843137254901961,172,149,7,16,0,0,0,11,49,111,1,0,17,17,4,121,3172,4,1,0,9,9,3,185,0,1,3,6,14,0,3
2013-04-19,"[16,20)",11,2,6.75,0.676470588235294,22,19,4,0,3,1,0,0,0,15,7,0,10,2,4,12,184,0,0,0,16,0,1,52,0,0,6,0,0,0,1
2013-04-19,"[16,20)",12,2,11,1.32,35,19,13,1,0,0,0,1,2,22,10,0,10,2,0,0,0,0,0,2,46,0,0,0,0,0,0,3,2,0,4
2013-04-19,"[16,20)",13,2,6,0.275,11,6,3,2,1,0,0,1,1,9,0,0,7,5,1,2,393,0,0,0,0,0,0,25,0,0,3,0,0,0,1
2013-04-19,"[16,20)",14,2,4.2,0.666666666666667,21,14,4,2,1,0,0,0,2,15,4,0,3,5,0,8,8931,0,0,0,2,2,1,24,0,0,2,6,0,0,1
2013-04-19,"[16,20)",16,2,5,0.225,11,8,1,0,0,0,1,0,0,11,0,0,8,9,2,1,298,0,0,2,0,1,7,27,0,0,3,4,8,0,1
2013-04-19,"[16,20)",17,2,5,0.25,13,2,3,0,0,0,0,0,3,8,2,0,5,1,0,7,410,0,0,0,2,1,0,24,0,0,9,0,0,0,1
2013-04-19,"[16,20)",40,2,7,0.466666666666667,7,4,3,0,0,0,0,0,1,4,2,0,3,1,1,0,0,0,0,0,1,0,0,24,0,0,5,0,2,0,1
2013-04-19,"[20,24)",1,1,5.14285714285714,0.294117647058824,36,23,6,6,1,0,0,3,10,22,1,0,17,11,1,13,2009,0,0,0,2,1,15,78,3,5,0,3,4,0,1
2013-04-19,"[20,24)",6,1,2,0.19047619047619,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-19,"[20,24)",22,1,11.8333333333333,0.648148148148148,71,62,5,3,1,0,0,2,9,58,2,0,6,18,6,26,2785,1,0,2,4,0,11,90,0,4,1,4,0,0,1
2013-04-19,"[20,24)",35,1,32.8,0.78921568627451,161,146,7,8,1,0,2,7,43,109,2,0,23,21,9,110,5096,4,0,0,8,10,3,187,0,2,3,3,14,0,3
2013-04-19,"[20,24)",11,2,6.5,0.764705882352941,25,23,3,0,0,0,0,0,0,17,8,0,8,3,0,16,454,0,0,0,1,0,1,52,0,0,7,0,0,0,1
2013-04-19,"[20,24)",12,2,8,0.6,17,11,4,0,0,1,0,0,2,12,3,0,6,4,0,0,0,0,0,3,46,0,0,0,0,0,0,3,2,0,1
2013-04-19,"[20,24)",13,2,8.5,0.375,17,12,3,0,2,0,0,2,5,9,1,0,4,5,2,2,633,0,0,0,0,0,0,25,0,0,3,0,0,0,1
2013-04-19,"[20,24)",14,2,5.25,0.7,21,17,3,1,0,0,0,0,2,16,3,0,3,7,1,10,9081,0,0,0,0,2,1,24,0,0,2,6,0,0,1
2013-04-19,"[20,24)",16,2,6.5,0.275,15,11,0,0,1,0,1,0,0,14,0,1,13,16,4,3,538,0,0,0,0,1,8,27,0,0,3,4,8,0,1
2013-04-19,"[20,24)",17,2,3,0.15,12,3,0,0,0,0,0,0,3,8,1,0,2,2,0,8,680,0,0,0,0,1,0,26,0,0,8,0,0,0,1
2013-04-19,"[20,24)",40,2,4,0.266666666666667,4,3,1,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,24,0,0,5,0,2,0,1
2013-04-20,"[0,4)",1,1,5.28571428571429,0.310924369747899,38,32,3,2,0,0,0,4,13,21,0,0,3,9,1,22,2219,0,1,0,0,1,0,5,3,3,0,3,3,0,1
2013-04-20,"[0,4)",6,1,1.5,0.142857142857143,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-04-20,"[0,4)",22,1,12.1666666666667,0.666666666666667,73,61,8,3,0,0,1,2,13,56,2,0,13,9,1,30,3025,0,0,0,0,0,0,0,0,4,1,4,0,0,3
